,content
411,"대전고법 및 지법. 이천열 기자
복싱 체육관에서 운동하는 30대와 시비 끝에 흉기로 위협하고 막대기로 두들겨 팬 70대가 징역 1년에 집행유예 2년을 선고받았다.<br/>대전고법 제3형사부(재판장 김병식)는 특수상해 혐의로 기소된 A(70)씨의 항소를 열어 “A씨가 반성하지 않는데다 피해자가 처벌을 원한다. A씨가 피해자에게 폭행을 당한 점도 있어 1심 판단이 너무 무겁다고 볼 수 없다”고 기각했다고 31일 밝혔다. A씨는 1심에서 징역 1년에 집행유예 2년을 선고받았다.<br/>A씨는 2021년 12월 8일 오후 6시 10분쯤 대전 서구의 한 복싱체육관에서 B(39)씨가 운동하는 모습을 보고 손가락질하며 비웃다가 시비가 붙었다. 몸싸움 등이 벌어지자 A씨는 흉기로 위협한 뒤 나무 막대기로 B씨의 이마 등을 여러 차례 내려쳐 전치 2주의 상해를 입혔다.<br/>A씨는 이같이 B씨를 폭행한 뒤 링 위로 끌어올려 대련을 하면서 권투글러브를 낀 주먹이 아니라 머리를 들이받는 몸싸움을 벌였고, 관장이 이를 제지하자 흉기를 또 꺼내 들어 위협한 것으로 전해졌다.1심 재판부는 “A씨는 살인미수 등 처벌 전력이 있는데도 B씨를 흉기로 위협하고 상해를 입히는 등 또다시 범행을 저질러 죄질이 불량하다. 엄한 처벌이 필요하다”고 징역 1년에 집행유예 2년을 선고했다.<br/>이에 A씨는 “흉기와 나무 막대기로 B씨의 공격을 방어했기 때문에 정당방위에 해당한다”고 항소했다.<br/>항소심 재판부는 “A씨의 행위는 B씨에게 상해을 입히려는 고의가 있었다는 사실이 인정된다. 소극적 방어행위가 아니라 B씨에 대한 적극적인 공격행위로 보는 것이 타당하다”고 A씨의 항소를 기각했다."
412,"초등 스포츠클럽 티볼대회 기념 최재형 군수가 시타하고 있다.
충북 보은군 KBO 야구센터에서 운영한 프로그램에 많은 야구 유망주와 선수들이 참여해 성황리에 마무리 됐다고 31일 밝혔다. <br/><br/>군에 따르면 이번 프로그램은 2023년 보은군 KBO 야구센터 협약에 따라 한국야구위원회(KBO) 주관으로 7월 19일부터 31일까지 13일간 'KBO 유소년 포지션별 야구 캠프','2023 KBO 유소년 티볼 페스티벌 초등 스포츠클럽 티볼대회'가 진행돼 올해 처음 운영한 보은군 KBO 야구센터 프로그램이 체계적인 관리 속에 성공적으로 운영됐다. <br/><br/>먼저 KBO 유소년 포지션별 야구 캠프에는 중학교 3학년 학생 우수 유소년 야수ㆍ포수ㆍ투수 등 각 40명씩 모두 120명의 야구 유망주를 선발해 4박 5일간 보은스포츠파크 일원에서 진행됐다. <br/><br/>△야수 캠프에는 장원진, 이종열, 김민우 코치 △투수 캠프에는 윤학길, 송진우, 차명주 코치 △포수 캠프에는 이만수, 김동수, 강성우 코치 등 프로출신 코치인 KBO 재능기부위원 9명이 참여해 야구 유망주들을 직접 기술을 지도했으며, 부정 방지 교육을 같이 진행해 선수들이 사회 일원으로 갖춰야 할 기본 소양 양성하는 시간도 가졌다. <br/><br/>아울러 지난 29일부터 열린'2023 KBO 유소년 티볼 페스티벌 초등 스포츠클럽 티볼대회'는 건강한 유소년 육성을 위한 사회공헌사업으로 한국, 일본, 대만의 티볼 교류대회 개최로 전국 초등 스포츠클럽 50개팀과 일본, 대만의 해외 3개팀 등 총 53개팀 유소년선수 1,000명 출전했다. <br/><br/>특히 군에서 참가한 보은 동광초와 보은 회인초는 국제교류리그전에 출전해 좋은 기량을 선보였다. <br/><br/>군은 전지훈련 관광 인센티브로 보은영화관 티켓, 대장간 체험 등 여러 혜택을 제공해 KBO 관계자와 유소년 선수들에게 큰 호응을 얻었다. <br/><br/>스포츠산업과 김명숙 과장은 ""이러한 적극적인 스포츠마케팅으로 향후 5년의 야구센터 협약기간 동안 각종 KBO 프로그램을 유치하여 보은군의 숙박시설과 음식점 등 지역 상관에 도움이 될 수 있도록 최선을 다하겠다""고 말했다./보은=심연규기자"
413,"육상 꿈나무와 청소년 대표선수들이 속리산 일원에서 환경정화 활동을 펼쳤다.
충북 보은군은 지난 30일 하계합숙 훈련으로 보은을 방문한 육상꿈나무ㆍ청소년 대표선수들이 속리산 환경정화 활동을 펼쳤다고 밝혔다. <br/><br/>이날 육상 선수와 지도자 등 모두 190명이 참석한 가운데 속리산 사내리 일원에서 호우로 하천변에 쌓여있는 부유물과 쓰레기를 수거하는 등 정화활동을 하며 구슬땀을 흘렸다. <br/><br/>문봉기 꿈나무위원장은""이번 합숙 훈련을 통해 기량 향상은 물론 환경 정화활동을 통해 자연보호 현장 학습의 기회도 가졌다""며""선수들에게 뜻깊은 시간이 됐을 것으로 기대한다""고 말했다 <br/><br/>황성수 군 전지훈련팀장은""이번 전지훈련으로 구슬땀을 흘리고 있는 선수들이 환경정화 활동으로 의미 있는 땀을 흘려줘서 감사하다""며""선수들이 속리산의 맑은 공기를 마시며 훈련을 통해 기량 향상은 물론 출전하는 대회에서 좋은 성적을 받길 바란다""고 말했다. <br/><br/>한편, 지난 7월 24일 입촌한 육상꿈나무ㆍ청소년 대표선수는 8월 10일까지 보은군 스포츠파크와 속리산 일원에서 합숙 훈련할 예정이다./보은=심연규기자"
414,배우 채정안이 31일 오후 서울 마포구 상암 MBC 골든마우스홀에서 진행된 시사교양 '빈집살래 시즌3-수리수리 마을수리' 제작발표회 참석해 포즈를 취하고 있다. <br/><br/> <br/> 한윤종 기자 hyj0709@segye.com
415,"31일 서울 중구보건소 국립중앙의료원에 신종코로나바이러스감염증(코로나19) 검사 및 호흡기환자 진료센터 안내문이 부착돼 있다.
코로나19 확진자 증가세가 이어지고 있다. <br/> <br/> 31일 중앙방역대책본부에 따르면 이날까지 일주일간 일평균 코로나19 신규 확진자 수는 4만5천529명으로, 직전 주(3만8천802명) 대비 17% 증가했다. 주간 단위로 5주째 증가세다. <br/> 25∼31일 일별 신규 확진자는 5만814명→5만7천220명→5만1천243명→4만8천75명→4만8천203명→4만4천765명→1만8천386명이었다. <br/> <br/> 코로나19 하루 확진자가 5만 명대를 기록한 것은 지난 1월 11일(5만4천315명) 이후 6개월여 만이다. 당시는 작년 11월 무렵부터 시작한 겨울 재유행이 12월에 정점을 찍고 내려오던 시기였다. <br/> <br/> 지난 일주일간 일평균 재원 위중증 환자는 174명, 사망자는 13명이었다. 역시 직전 일주일(150명·8명)에 비해 늘어났다. 지난 27일에는 하루 사망자가 23명을 기록하기도 했다. <br/> <br/> 이같은 최근 증가세에 대해 전문가들은 자연감염과 백신을 통한 국민의 면역이 시간이 경과하면서 약해지고, 면역 회피력이 높은 새로운 변이가 출현한 데 따른 것이라고 분석했다. <br/> <br/> 지난 6월 확진자 격리 의무 해제와 마스크 착용 의무 추가 해제 등 방역완화에 따른 영향도 이동량이 많은 여름 휴가철을 맞아 두드러지게 나타나는 모양새다. <br/> <br/> 최근 국내에서 유행하는 변이는 오미크론 XBB 계열이다. 7월 3주차 검출률은 XBB.1.9.2가 27.1%이며 XBB.1.9.1와 XBB.1.16은 각각 22.7%와 20.0%였다. XBB 계열은 기존 변이 대비 중증 위험도 등이 높다는 근거는 없지만 전파력이 강하다고 방역당국은 설명했다. <br/> 김우주 고려대 감염내과 교수는 ""지금 우세종인 XBB는 면역 회피 능력이 탁월하다""며 ""방역이 완화된 만큼 당분간 (감염) 증가 추세는 계속될 것""이라고 말했다. <br/> <br/> 김 교수는 ""휴가철이기도 하고 지금 검사받는 사람이 적다""며 확진자 수가 실제로는 2∼3배까지 많을 수 있다고 추측하기도 했다. <br/> <br/> 고재영 질병청 대변인도 ""당분간 유행 증가세가 지속될 것으로 전망된다""며 ""다만 치명률이 오미크론 유행 시기의 ½에서 ⅓로 낮아진 점 등을 고려할 때 현재 의료대응 역량으로 충분히 대응 가능할 것으로 판단한다""고 말했다. <br/> <br/> 당국은 이르면 내달 코로나19 감염병 등급을 2급에서 4급으로 낮추고 코로나19 대응체계를 일반의료체계로 완전히 전환한다. 병원급 이상 의료기관 등에 일부 남은 마스크 착용 의무도 해제되고 확진자 전수감시도 중단된다. <br/> <br/> 고 대변인은 추가 방역완화와 관련해 ""유행 상황을 면밀하게 살펴서 신중하게 결정할 예정""이라며 ""개인 방역조치 준수와 함께 고위험군 피해 최소화를 위한 노력이 필요하다""고 말했다. <br/> <br/> 질병청은 오는 10월 XBB 변이를 기반으로 한 백신을 도입해 예방접종을 진행할 예정이다."
416,"서울특별시 청소년들이 정읍시 신정동 정촌가요특구를 탐방했다. 사진제공=정읍시
서울특별시 청소년 39명이 지난달 26일부터 28일까지 ‘정읍 역사·문화체험' 방문을 실시했다. <br/> 정읍시와 서울특별시의 우호결연으로 추진된 체험 방문은 정읍시 청소년문화체육관 청소년 지도사들이 인솔교사로 참여해 정읍의 역사가 깃들여있는 명소부터 즐길 거리가 있는 체험시설까지 정읍의 다양한 모습을 직접 느끼고 체험할 수 있는 프로그램으로 구성됐다. <br/> 서울 청소년들은 한국가요촌 달하, 동학농민혁명유적지 탐방 등의 역사체험과 시립농악단 공연 관람, 천사히어로즈, 임산물체험장, 내장산탐방원 내 다양한 체험프로그램 등 문화체험을 진행했다. <br/> 체험에 참여한 청소년들은 “동학농민혁명 역사를 비롯해 정읍의 먹거리, 즐길거리, 볼거리 체험이 정말 재밌었다”는 소감을 밝혔다. <br/> 백지원 인재양성과장은 “서울 청소년들의 정읍 역사·문화탐방을 통해 정읍지역 청소년들과 소통하며 다양한 경험과 지역사회를 바라보는 안목을 키우길 바란다”고 전했다."
417,"정읍시의회 지역특화 문화예술 연구회 김석환, 고성환, 송기순, 서향경, 오명제, 정상철 의원(왼쪽부터)
정읍시의회(의장 고경윤) 의원 연구단체인 '지역특화 문화예술 연구회' 와 지역 내 문화예술 단체 대표들이 지난달 28일 소통 간담회를 갖고 지역문화예술 발전을 위한 개선 방안을 모색했다. <br/> 이날 소통간담회에는 시의원, 정읍문화원, 정읍예총, 정읍시립미술관, 수제천 보존회 대표들이 참석해 지역 문화예술계가 겪고 있는 행정상의 불편과 애로사항을 청취하고 개선 방안을 논의했다. <br/> 특히 문화단체 대표들은 ""인구감소와 지역소멸 상황이 심화되며 시민들의 문화 향유 기회가 대도시에 비해 격차가 벌어지고 있다""며 ""문화예술 단체들이 경쟁력 있는 공연을 선보일 수 있도록 적극적인 지원이 필요하다""고 건의했다. <br/> 지역특화 문화예술 연구회는 송기순(대표의원), 이상길, 정상철, 오명제, 서향경, 김석환, 고성환 의원으로 구성되어 정읍시의 품격 높은 문화예술 자원의 계승·발전과 정읍시민의 문화적 욕구 부응, 지역 문화예술 정책 개발 및 수립을 목표로 활동한다."
418,"WKBL 6개 구단 + 일본·호주·필리핀 초청 4개 팀 출전
2023 우리은행 박신자컵 대회 로고. WKBL 제공
2023 우리은행 박신자컵 국제여자농구 대회가 역대 최대 규모로 돌아온다.<br/>한국여자농구연맹(WKBL)은 31일 “8월 26일부터 9월 3일까지 충북 청주체육관에서 박신자컵을 개최한다”고 밝혔다.<br/>올해 박신자컵에는 역대 가장 많은 10개 팀이 출전한다. WKBL 6개 구단과 함께 일본·호주·필리핀에서 초청된 4개 팀이 경쟁하게 된다. 출사표를 던진 외국팀으로는 일본 W리그 11년 연속 우승 기록을 보유한 에네오스와 지난 시즌 준우승팀 도요타, 호주 WNBL 소속 벤디고, 필리핀 국가대표팀 등이 있다. WKBL은 “2015년 박신자컵 창설 이후 가장 많은 외국팀 규모”라고 전했다.<br/>대회 명칭과 엠블럼도 새롭게 바뀐다. 기존 ‘박신자 서머리그’에서 ‘박신자컵’으로 명칭을 변경하며 유망주 발굴을 위한 대회에서 각 팀 주전급 선수들이 대거 참여하는 국제대회 형태로 격상했다.<br/>10개 팀은 2개 조로 나눠 예선을 치른다. 조 2위 안에 든 팀만이 4강에 오를 수 있다. 우승 상금은 기존 1,000만 원에서 올해 3,000만 원으로 늘었다. 대회는 별도 티켓 예매를 통해 관람할 수 있으며 전 좌석 지정석으로 운영된다."
419,"박보균 문화체육관광부 장관이 17일 서울 용산구 문체부 저작권보고과 서울사무소 회의실에서 방송제작스태프 관계자를 만나 노동환경 개선에 대한 의견을 나누고 있다. (사진=문화체육관광부 제공) 2022.11.17
[머니투데이 유동주 기자] <br/>""화려한 K-컬처 이면의 현장에서 열심히 뛰고 있는 방송계 약자인 스태프들의 예술적 투혼과 헌신, 꿈과 열정을 가지고 창작의 세계에 뛰어드는 MZ세대 스태프들의 노력에 정당한 보상이 이뤄져야 한다.""<br/><br/>박보균 문화체육관광부 장관은 31일 프리랜서와 비정규직인 방송스태프의 열악한 근로환경과 처우를 개선하기 위한 1차 개선대책을 발표하면서 이같이 강조했다. 이어 ""전체 직원의 과반수가 억대 연봉을 받고 있는 KBS를 비롯해 공영방송인 MBC의 리더십이 이를 개선하는데 적극 나서달라""고 독려했다.<br/><br/>실제로 문체부는 방송스태프들이 촬영을 위한 이동과 대기에 소요한 시간을 근로시간으로 인정받지 못하는 불합리를 개선하는 한편 항저우 아시안게임을 앞두고 방송프로그램 결방으로 입는 피해를 최소화할 수 있도록 지상파 방송 3사에 대한 현장점검과 방송 분야 표준계약서 개정 작업에 나섰다.<br/><br/>특히 올해 상반기 방송스태프들과 8차례 간담회와 인터뷰를 진행한 결과를 이번 대책에 반영했다. 유사한 영상 제작 업종인 영화업계에 비해 열악한 방송 제작환경을 개선해야 한다는 취지다. 이에 따라 문체부는 공영방송인 KBS와 MBC의 노력을 촉구했다. 민영 방송사인 SBS는 '스튜디오S 드라마 제작 가이드라인'을 마련해 근로환경 개선을 위한 자발적인 움직임을 보이고 있는 반면 KBS와 MBC는 개선노력이 없다는 지적에 따른 것이다.<br/><br/> 문체부는 오는 10월까지 영화업계나 SBS 사례 등을 참고해 지방 촬영 시 이동시간과 촬영에 따른 대기, 정리 시간 등을 근로시간에 포함하고 휴식 시간을 보장하는 등 스태프의 권리를 보호할 수 있는 가이드라인을 마련하고 방송사 등에 권고할 방침이다. 이를 위해 방송스태프들의 구체적인 피해사례를 조사할 예정이다. <br/><br/> 결방으로 인한 임금 미지급이나 결방 기간 중 업무 지시 등과 같은 관행도 바꾼다. 월드컵이나 올림픽 등으로 결방하는 경우 임금 미지급 등의 사례가 발생하지 않도록 불공정 계약 관행을 조사하고 위반시 과태료 부과 등 조치할 계획이다. 다음달 개막하는 '제19회 항저우 아시안게임'을 앞두고 방송 결방으로 인한 피해가 스태프들에게 미치지 않도록 할 예정이다. 이와 관련해 지난 3월 WBC(월드베이스볼클래식) 한국전 중계로 결방된 KBS와 MBC, SBS 방송 3사의 자체 제작 프로그램을 대상으로 '예술인 복지법' 위반 여부를 조사한다.<br/><br/>정부는 아울러 방송사 사정으로 방영이 되지 않더라도 안정적으로 임금을 지급받을 수 있도록 방송 분야 표준계약서를 개선한다. 세부적으로는 제작비의 경우 방영일이 아닌 납품일을 기준으로 하고, 납품한 프로그램에 대해서는 제작비 전액을 지급할 수 있도록 하며 결방 시 충분한 기간을 두고 서면 사전고지하도록 표준계약서에 명기하는 방안을 검토한다.<br/><br/>방송스태프 외에 가수와 배우 등 출연자들도 구두계약 등으로 출연료 정산에 문제를 겪고 있다는 지적에 따라 이들을 위한 방송출연 표준계약서 개정도 추진한다. 구두로 출연을 요구하거나 약속하고 예상보다 적게 출연료를 주거나 심지어 밥 한 끼로 출연료를 정산하는 사례도 있다는게 문체부 조사 결과다.<br/><br/> 문체부 관계자는 ""가수나 배우 등이 공정한 환경에서 일할 수 있도록 대중문화예술인 방송출연 표준계약서를 하반기 중에 개정할 것""이라며 ""방송출연 표준계약서의 사용률을 높이기 위해 조문을 쉽고 명확하게 수정하고, 촬영일과 방영일 사이의 간극으로 인한 출연료 지급 지연 등 방송출연과 관련한 불합리한 상황을 방지하는 내용을 담는 것을 검토할 것""이라고 말했다."
420,"고용노동부 경기지청이 '안전문화 실천추진단'을 통해 실생활 곳곳에 안전문화 메시지를 전파해 다양한 주체들의 안전의식 향상과 사회 전반의 안전문화 확산에 기여하고 있다고 31일 밝혔다. <br/> <br/>추진단은 먼저 누구나 일상생활 곳곳에서 안전의 중요성을 인식할 수 있도록 ‘안전문화 노출하기’ 캠페인을 진행하고 있다. <br/> <br/>고용노동부 경기지청은 이 같은 활동을 지원하기 위해 사업장 내 식당, 화장실 및 카페, 대중교통, 마트․쇼핑몰 등 특성․용도별로 다양하게 제작된 슬로건 및 시안을 고용노동부 경기지청 홈페이지에 게시해 누구나 무료로 활용할 수 있도록 했다. <br/> <br/>이와 함께 고용노동부 경기지청은 소규모 사업장에서 반드시 알아야 할 주요 산업안전보건법 관련 내용을 담은 ‘안전정보 수첩’과 ‘작업안전수칙 QR코드 스티커’를 제작해 근로자 및 사업주에게 배포해 안전정보에 대한 접근성을 높이기 위해 힘쓰고 있다. <br/> <br/>강운경 고용노동부 경기지청장은 ‘중대재해 감축을 위해서는 사업주의 정기적인 안전보건 점검과 위험성평가 등 자체적인 위험요인 개선 시스템 마련이 우선되어야 하지만, 근로자가 안전보건의 주체라는 인식개선과 안전수칙을 준수하도록 하는 안전문화 확산 활동도 매우 중요하다’라고 말했다.수원=윤상연 기자 syyoon1111@hankyung.com"
421,"군민 안전 위협하는 불법주정차 집중 단속 실시  충남 홍성군은 충남도청 이전 후 급격하게 증가한 자동차 대수에 대응하기 위해 내포신도시 내 주차장을 신설하며 대응해왔지만 주민 일부의 일탈행위로 체계가 잡히지 않자 철퇴를 가하기로 했다. <br/><br/>군에 따르면 자동차 증가에 대응한 교통대책 만큼 중요한 것이 주민들의 성숙한 시민의식이기에 8월을'불법주정차 집중단속의 달'로 정하고 내포신도시 중심상가 및 대규모 공사현장, 버스터미널 주변 등 상습 불법주정차 구역에서 집중적인 단속을 실시한다고 밝혔다. <br/><br/>내포신도시 조성 이후 관내 등록된 자동차는 2012년 37,360대에서 2023년 현재 56,229대로 폭발적으로 증가했으며, 이로 인해 상업지역을 중심으로 횡단보도, 인도 등 불법주정차가 점차 증가하여 군민의 보행안전을 위협하고 교통사고를 유발하고 있는 실정이다. <br/><br/>이에 홍성군은 고정형 단속카메라, 이동형 단속카메라(단속차량) 등을 이용해 상습 불법주정차 구역을 중심으로 대대적인 불법주정차 단속을 실시하고, 6대 주정차 금지구역 주민신고제(안전신문고)를 집중 홍보해 군민 교통안전 증진에 최선을 다할 계획이다. <br/><br/>특히, 인도 불법주정차 주민신고제의 계도기간이 7월 31일에 종료됨에 따라 8월 1일부터는 1분 이상 인도 위 불법 주정차를 하다 적발되면 최대 5만원의 과태료가 부과할 방침이다. <br/><br/>육헌근 건설교통과장은 ""이번 집중단속은 불법주정차로 야기되는 군민의 교통안전을 제고하기 위함이며, 내 가족의 안전을 지킨다는 마음으로 불법주정차 근절에 적극적으로 동참해주길 부탁드린다""고 전했다. <br/><br/>한편, 6대 주정차 금지구역은 △소화전 5m 이내 △교차로 모퉁이 5m 이내 △버스정류소 10m 이내 △횡단보도 △초등학교 정문 앞 어린이 보호구역 △인도 위이며, 불법주정차 주민신고제(안전신문고) 대상으로 1분 간격 동일배경 사진 2장으로 신고 가능하다. <br/><br/>/홍성=박재춘기자"
422,"충남 홍성군은 지난 28일 농업기술센터 대강당에서 축산관련 종사자 집합교육을 실시했다. <br/><br/>홍성축산업협동조합과 함께 진행한 이번 축산관련 종사자는 교육은 축산법 및 가축 전염병 예방법, 가축분뇨의 관리 및 이용에 관한 법률 등의 내용으로 이루어진 법정 의무교육으로 축산인 편의를 위해 집합교육으로 진행했다. <br/><br/>축산법에 따르면 축산업 허가자는 1년에 1회 이상, 가축사육업 또는 가축거래상인 등록을 한 자는 2년에 1회 이상, 축산차량 종사자는 4년에 1회 이상 보수교육을 12월 말까지 의무로 수강해야하는데, 축산관련종사자 교육정보시스템(https://www.farmedu.kr/)에 접속해 온라인으로 교육을 이수하거나 이번처럼 집합교육 시 수강하면 된다. <br/><br/>군 관계자는 ""축산관련 종사자 보수교육을 기간 내 이수하지 않으면 과태료 (1회 100만원, 2회 200만원, 3회이상 400만원) 처분을 받게 된다""며 ""교육을받지 않아 불이익을 받는 일이 없으시길 바란다"" 고 당부했다. <br/><br/>또한, 가축사육업의 영업상태가 휴업 또는 폐업일 경우 축산과(041-630-1973, 1975)로 축산업 변경을 신고해줄 것을 당부했다. <br/><br/>/홍성=박재춘기자"
423,"오는 9월 15일까지 pc 또는 스마트폰 이용해 실시  충남 홍성군은 상반기 기본교육 미이수한 3년차 이상 민방위 대원 대상으로 8월 1일부터 9월 15일까지 하반기 민방위 보충1차 사이버 교육을 실시한다. <br/><br/>전자통지 시스템 및 우편 통지를 통해 개별 통지받은 민방위 대원들은 PC 또는 모바일을 활용해 홍성군청 홈페이지나 스마트민방위교육 사이트(www.cdec.kr)에 접속 후 본인인증을 거쳐 교육을 수강할 수 있다. <br/><br/>교육시간은 3~4년차 대원은 2시간, 5년차 이상 대원은 1시간의 사이버 교육 수강 후 객관식 평가에서 70점 이상의 점수를 받으면 교육 이수가 인정되며, 민방위 교육 미이수 시에는 민방위 기본법 제 39조에 따라 10만원의 과태료가 부과된다. <br/><br/>최기순 안전관리과장은""민방위 교육은 전시ㆍ재난 시 우리 가족과 지역의 안전을 지키기 위해 실시하는 교육으로 실제 비상사태 발생 시 효율적으로 대처할 수 있는 역량을 높이는 좋은 기회이다. 민방위 대원들의 적극적인 참여를 부탁한다""고 말했다. <br/><br/>/홍성=박재춘기자"
424,"충남 홍성군이 성장 잠재력이 높은 가업승계 소상공인을 발굴하고 장수 소상공인으로 육성하고자 가업승계 지원사업 대상자를 재모집한다고 밝혔다. <br/><br/>지원대상은 동일 업종으로 2대 이상에 걸쳐 15년 이상 사업을 영위하고 있는 소상공인이며, 그 중 업력은 길지만 가업을 승계한 지 오래되지 않아 경영상 어려움이 있는 소상공인을 우선 지원할 계획이다. <br/><br/>올해에는 3개 업체를 선정할 계획으로 기존에 선정된 업체 1곳과 이번에 선정될 2개 업체에는 점포의 경영환경 개선을 위한 시설 및 장비 등의 개ㆍ보수 및 구입비 1천만원을 지원할 예정이다. <br/><br/>가업을 승계하여 운영하고 있는 소상공인 중 지원대상 자격이 있는 업체는 홍성군 홈페이지의 공고문을 확인하여 홍성군청 경제정책과 지역경제팀(☏ 041-630-1611)으로 사전문의 후 구비서류를 갖추어 8월 4일까지 신청하면 된다. <br/><br/>김완섭 경제정책과장은 ""성장 잠재력이 높은 유망한 가업승계 소상공인들을 발굴하고자 하고 있으나, 현재 신청인이 적어 아쉬움이 있다""며""본 사업에 많은 관심과 참여를 바라며, 가업을 승계한 지역 소상공인들의 경영환경개선에 도움이 되길 바란다""고 말했다. <br/><br/>/홍성=박재춘기자"
425,"동행 면접 서비스, 구인·구직 만남의 날 운영 충남 보령시가 기업의 구인난 해결과 구직자의 취업률 제고를 위한 '동행 면접' 서비스와 '구인ㆍ구직 만남의 날'을 운영해 기업과 구직자 양쪽으로부터 호평을 받고 있다. <br/><br/>동행 면접 서비스는 전문직업상담사가 구직자와 함께 기업체의 면접장까지 동행해 면접전략 및 유의 사항 등 면접 절차를 지원하는 서비스로 면접대상자의 심리적 안정에 도움을 줘 취업 성공률을 높이는데 긍정적인 요인으로 작용한다. <br/><br/>시는 최근 고용시장의 인적성 검사 및 면접 강화 추세에 따라 취업 지원 대상자별 맞춤형 면접 코칭 서비스의 효용가치가 앞으로 더욱 향상될 것이라고 내다보고 있다. <br/><br/>또한 시는 구직등록자 중 희망 직종 적합자에게 기업정보를 제공하고 기업체와 구직자를 상호 매칭시키는 '구인ㆍ구직 만남의 날'을 운영하며 모집부터 면접 전형까지 구인ㆍ구직 모든 방면을 지원하는 정책을 펴고 있다. <br/><br/>두 프로그램의 결과로 지난 2021년부터 올해 7월까지 36명의 구직자가 취업에 성공하는 성과를 올리기도 했다. <br/><br/>동행 면접 서비스 등 일자리 지원책에 관하여 궁금한 사안이 있으면 보령시 일자리지원센터(041-930-6232&sim;6234)로부터 자세한 설명을 들을 수 있다. <br/><br/>김동일 시장은 ""구직경험이나 경력이 부족해 심리적으로 위축돼 면접에 어려움을 겪는 구직자들께서 많이 신청하여 도움을 받기를 바란다""며 ""앞으로 지속적인 정책 발굴을 통해 기업 하기 좋고 먹고살기 좋은 보령을 만들어 나가겠다""고 말했다. <br/><br/>/보령=박재춘기자"
426,충남 김동일 보령시장이 지난 30일 구 박람회장에서 개최된 '2023 머드 챌린지' 대회에 참가해 장애물 극복 체험을 했다. <br/><br/>머드 챌린지는 극한상황에서 동료들과 호흡을 맞춰 장애물을 돌파하는 체험형 프로그램으로 △참호 머드 보물찾기 △300kg 타이어 옮기기 △1.5m 통나무 넘기 △머드바닥 누워서 통과하기 △언덕 넘어가기 등 10개 코스로 구성됐다. <br/><br/>/보령=박재춘기자
427,"충남 보령시는 지난 30일 보령머드테마파크에서 서울특별시와 경기도에 거주하는 주한인도인 220여 명이 참석한 가운데 '인디안스인코리아(IIK) 보령머드축제 방문 환영식'을 개최했다. <br/><br/>이날 주한인도인들은 대형머드탕을 비롯해 머드슬라이드, 머드 등 13종의 체험형 프로그램으로 구성된 머드체험존에서 다양한 프로그램을 즐겼다. <br/><br/>/보령=박재춘기자"
428,"그룹별 활동 및 시범사업 운영으로 특화된 주민공동체 활성화 기대 충남 보령시는 도시재생에 대한 전반적인 이해를 돕고 도시재생 공동체를 활성화하기 위한 '제11기 도시재생대학'이 오는 9월 4일 개강한다. <br/><br/>시는 1년에 두 차례 도시재생대학을 운영하고 있다. <br/><br/>전반기는 이론 중심의 주민역량강화 교육에 중점을 두고 있으며, 하반기는 보령시 도시재생 소규모 주민공모사업과 연계하기 위한 그룹 활동 및 시범사업 활동을 중심으로 운영한다. <br/><br/>이번 제11기 도시재생대학은 △우리동네 아키이빙 △우리동네 정체성 탐구 △나만의 작품 만들기로 그룹별 주제를 정하고, 각 그룹에 5명 내외로 구성된 공동체 또는 개인별로 지원할 수 있도록 했다. <br/><br/>또한 운영시간을 주간과 야간 그룹으로 나누어 선택의 폭을 넓혔다. <br/><br/>교육은 보령시 도시재생지원센터 주관으로 오는 9월 4일부터 11월 6일까지 9회에 걸쳐 운영되며 '도시재생 정책 및 소규모 주민공모사업 이해' 등 김항집 광주대학교 교수의 특강을 시작으로 그룹별 활동, 현장 탐방 등 총 33시간으로 진행된다. <br/><br/>모집 수강생은 총 60명이며, 오는 8월 1일부터 8월 18일까지 보령시 누리집 고시공고란에서 신청서를 내려받아 가까운 동 행정복지센터 또는 도시재생지원센터에 방문하거나 전자우편(sgs69@korea.kr)으로 접수할 수 있다. <br/><br/>기타 문의 사항은 도시재생지원센터(041-930-3877)로 연락하면 자세히 안내받을 수 있다. <br/><br/>김동일 시장은 ""도시재생 활성화계획 대상지의 사업 운영 주체가 될 수 있는 주민공동체의 역할은 매우 중요하다""며 ""보령시 소규모 주민공모사업과 연계하여 공동체 활동을 지속적으로 지원하는 제11기 보령시 도시재생대학에 시민들의 적극적인 참여를 기대한다""고 말했다. <br/><br/>/보령=박재춘기자"
