,content
476,"‘정부 근로자휴가지원사업’ 연계 할인 행사 근로자 휴가샵 전용몰 경남 여행상품 할인
여름 휴가철 전국 근로자 경남 여행 50% 할인 포스터. 경남도 제공
본격적인 여름 휴가철을 맞아 경남도와 경남관광재단은 31일부터 정부 추진 ‘근로자휴가지원사업’과 연계해 휴가객 경남 유치를 위한 경남여행상품 할인을 한다. <br/> <br/>경남도 내수활성화 시책으로 근로자휴가지원사업에 참여하는 중소기업 근로자 15만명을 대상으로 전용 온라인 쇼핑몰(베네피아 운영)에서 경남 숙박, 여행상품 등 구매 시 50%할인, 최대 3만원까지 할인한다. <br/> <br/>‘근로자휴가지원사업’은 문체부와 한국관광공사가 국내 여행 활성화를 위해 기업과 함께 근로자의 국내 여행 경비를 지원하는 사업으로 근로자가 20만원을 부담하면 정부와 기업이 각 10만원을 지원한다. <br/> <br/>근로자는 40만원의 여행 적립금으로 전용몰에서 국내 여행상품을 구매, 휴가샵 내 경남 여행상품은 숙박, 여행패키지상품, 교통 등으로 구성돼 있으며 국내 체인호텔과 리조트, 펜션 예약, KTX와 렌터카 등 단일상품 구입이 가능하다. <br/> <br/>또 패키지 전문 여행사에서 구성한 ‘경남도 기차여행’, ‘내 차로 경남 자유여행’ 등 각자의 여행 취향에 맞는 여행패키지 상품도 할인가로 구입 할 수 있다. <br/> <br/>이번 할인은 31일부터 예산 소진 시까지 진행, 자세한 사항은 베네피아 휴가샵 내 경남 여행상품 전용 웹페이지에서 확인할 수 있다. 또 경남 여행상품 전용 웹페이지에서는 경남도가 추천한 여름철 여행지15곳도 확인할 수 있다. <br/> <br/>경남도 추천 여름철 여행지 15곳은 창원 광암해수욕장과 진주 진양호, 통영 비진도, 김해수로왕릉, 밀양 얼음골 케이블카, 거제 명사해수욕장, 양산 내원사 계곡, 의령 자굴산 자연휴양림, 강주 해바라기 마을, 창녕 남지개비리, 고성 상족암군립공원, 남해 송정솔바람해변, 하동 하동송림, 산청 경호강 래프팅, 거창 수승대 등이다. <br/> <br/>김맹숙 경남도 관광진흥과장은 “긴 장마와 무더위에 지친 피서객에게 다양한 관광지와 체험이 준비된 경남 여행을 추천한다”며 “이번 할인행사를 계기로 올여름 휴가 외 바다·산·강·축제 등 다채로운 매력이 가득한 경남을 많이 찾아주길 바란다”고 밝혔다. <br/> <br/>정연두 경남관광재단 사무국장은 “엔데믹 이후 첫 여름 휴가철을 맞아 국내 여행 수요가 급증할 것으로 보고 이번 할인행사를 준비했다”며 “정부의 한국관광 및 내수 활성화 정책과 함께 여름 휴가객 유치를 통해 경남 경제에도 보탬이 될 수 있도록 하겠다”고 말했다. <br/> <br/>창원=강민한 기자 kmh0105@kmib.co.kr"
477,"
						‘정부 근로자휴가지원사업’ 연계 할인 행사 
근로자 휴가샵 전용몰 경남 여행상품 할인
						
							
							
								
									
										여름 휴가철 전국 근로자 경남 여행 50% 할인 포스터. 경남도 제공						
									
								
							
												

					본격적인 여름 휴가철을 맞아 경남도와 경남관광재단은 31일부터 정부 추진 ‘근로자휴가지원사업’과 연계해 휴가객 경남 유치를 위한 경남여행상품 할인을 한다. <br/> <br/>경남도 내수활성화 시책으로 근로자휴가지원사업에 참여하는 중소기업 근로자 15만명을 대상으로 전용 온라인 쇼핑몰(베네피아 운영)에서 경남 숙박, 여행상품 등 구매 시 50%할인, 최대 3만원까지 할인한다. <br/> <br/>‘근로자휴가지원사업’은 문체부와 한국관광공사가 국내 여행 활성화를 위해 기업과 함께 근로자의 국내 여행 경비를 지원하는 사업으로 근로자가 20만원을 부담하면 정부와 기업이 각 10만원을 지원한다. <br/> <br/>근로자는 40만원의 여행 적립금으로 전용몰에서 국내 여행상품을 구매, 휴가샵 내 경남 여행상품은 숙박, 여행패키지상품, 교통 등으로 구성돼 있으며 국내 체인호텔과 리조트, 펜션 예약, KTX와 렌터카 등 단일상품 구입이 가능하다. <br/> <br/>또 패키지 전문 여행사에서 구성한 ‘경남도 기차여행’, ‘내 차로 경남 자유여행’ 등 각자의 여행 취향에 맞는 여행패키지 상품도 할인가로 구입 할 수 있다. <br/> <br/>이번 할인은 31일부터 예산 소진 시까지 진행, 자세한 사항은 베네피아 휴가샵 내 경남 여행상품 전용 웹페이지에서 확인할 수 있다. 또 경남 여행상품 전용 웹페이지에서는 경남도가 추천한 여름철 여행지15곳도 확인할 수 있다. <br/> <br/>경남도 추천 여름철 여행지 15곳은 창원 광암해수욕장과 진주 진양호, 통영 비진도, 김해수로왕릉, 밀양 얼음골 케이블카, 거제 명사해수욕장, 양산 내원사 계곡, 의령 자굴산 자연휴양림, 강주 해바라기 마을, 창녕 남지개비리, 고성 상족암군립공원, 남해 송정솔바람해변, 하동 하동송림, 산청 경호강 래프팅, 거창 수승대 등이다. <br/> <br/>김맹숙 경남도 관광진흥과장은 “긴 장마와 무더위에 지친 피서객에게 다양한 관광지와 체험이 준비된 경남 여행을 추천한다”며 “이번 할인행사를 계기로 올여름 휴가 외 바다·산·강·축제 등 다채로운 매력이 가득한 경남을 많이 찾아주길 바란다”고 밝혔다. <br/> <br/>정연두 경남관광재단 사무국장은 “엔데믹 이후 첫 여름 휴가철을 맞아 국내 여행 수요가 급증할 것으로 보고 이번 할인행사를 준비했다”며 “정부의 한국관광 및 내수 활성화 정책과 함께 여름 휴가객 유치를 통해 경남 경제에도 보탬이 될 수 있도록 하겠다”고 말했다. <br/> <br/>창원=강민한 기자 kmh0105@kmib.co.kr					
				"
478,"
						
							
							
							
												

					대전시가 지역의 새로운 명물이 될 보문산 케이블카·전망타워의 민간사업자 공모를 시작했다고 31일 밝혔다. <br/> <br/>보문산 케이블카·전망타워 조성사업은 대전오월드와 대전 대사지구를 케이블카로 연결해 보문산권 전역을 관광할 수 있도록 만드는 사업이다. <br/> <br/>사업 공모 기간은 31일부터 10월 30일까지이고 전문가로 구성된 선정심의위원회가 우선협상자를 선정한다. <br/> <br/>케이블카는 총 연장 3~3.5㎞에 자동순환식으로 운영된다. 오월드~대사지구를 잇는 것을 전제로 하되 민간 사업자가 내놓는 제안을 바탕으로 세부 노선을 결정한다. <br/> <br/>노선 중간에 정거장은 2~3개, 사람이 탑승하는 케빈은 60여개를 설치한다. 케빈과 전망타워 모두 ‘과학도시 대전’의 상징성을 담아 우주선이나 인공위성 등의 형태로 제작할 예정이다. <br/> <br/>총 사업비는 1500억원 정도가 소요될 것으로 추정된다. 민간 사업자가 사업부지 확보 금액과 시설조성비 등을 부담하게 된다. <br/> <br/>공유재산 및 물품관리법에 따라 사업자는 준공과 동시에 각 시설과 사업 부지를 기부채납하고, 시에게 무상사용·수익허가를 받아 최대 20년까지 운영한다. <br/> <br/>시는 2025년 도시계획공동위원회 심의, 환경영향평가 등을 거쳐 2026년 케이블카 및 전망타워 착공에 들어갈 계획이다. <br/> <br/>케이블카 및 전망타워에 이어 추진되는 워터파크·숙박시설 조성사업은 대전관광공사가 주관한다. 이들 사업에 대한 민간사업자 공모는 내년 상반기 시작되며 늦어도 6~7월에는 진행할 예정이라고 시는 설명했다. <br/> <br/>노기수 대전시 문화관광국장은 “광역지자체인 대전은 시민 145만명이라는 배후수요가 있다. 특히 대전오월드의 연평균 방문객이 120만명에 달해 케이블카와 전망대에 대한 사업성이 충분하다”며 “사업이 순조롭게 진행된다면 민선 8기 내에 착공이 가능할 것”이라고 말했다. <br/> <br/>그러면서 “새로운 즐길 거리를 제공하고 관광 여건을 개선해 보문산 일대를 체류형 관광단지로 만들겠다”며 “시민들의 다양한 의견을 수렴하는 한편 환경훼손을 최소화할 수 있도록 각 사업을 추진할 계획”이라고 강했다. <br/> <br/>대전=전희진 기자 heejin@kmib.co.kr					
				"
479,"bhc그룹 대학생 봉사단이 지난 22일 경기도 성남시 탄천 일대에서 수해 복구 활동을 진행하고 있다.
[파이낸셜뉴스] <br/>bhc 그룹의 대학생 봉사단체인 '해바라기 봉사단'이 지난 집중호우 시기 범람한 탄천 일대에서 수해복구와 환경정화 활동을 전개했다. <br/> <br/>7월 31일 bhc에 따르면 해바라기 봉사단 7기 2조 봉사단원은 지난 22일 경기도 성남시 수정구에 위치한 가천대역과 복정역 사이 인근 탄천 일대에서 수해복구 활동을 펼쳤다. <br/> <br/>이날 봉사단원들은 오전 일찍 탄천을 방문해 하천 범람으로 인해 산책로 주변에 쌓인 부유물 확인 등 현장 점검을 시작으로 봉사활동을 전개했다. 이어 산책로를 따라 준비해 간 청소 물품으로 쓰레기를 줍고 잔가지 제거 등 산책로 원상 복구와 주변 환경정화 활동을 진행했다. <br/> <br/>지난 2017년 발족한 해바라기 봉사단은 현재 7기가 활동하고 있다. 올 상반기 동안 시작장애인을 위한 도서제작, 소외계층 돕기 마라톤 대회 자원봉사, 농가 일손 돕기, 수질 보전 활동, 치매예방 봉사활동 등 다양한 곳에서 활동을 펼쳤다. 이번 봉사를 시작으로 올 하반기 활동을 시작한 7기 봉사단원들은 오는 12월까지 도움이 필요한 이웃을 찾아갈 예정이다. <br/> <br/>bhc치킨 관계자는 “무더위 속에서도 시민의 안전과 생태계 보호를 위해 현장에서 구슬땀을 흘린 봉사단원들에게 감사드리며 이번 봉사활동이 함께하는 사회적 가치를 이해하는 데 도움이 되었을 것”이라고 전했다."
480,"노작홍사용문학관은 제6회 노작홍사용창작단막극제 본선 진출 4개 극단을 확정했다고 31일밝혔다. <br/><br/>본선진출작은 ‘세상은 덥다(극단 에이치 프로젝트)’, ‘오래된 불(극단 스토리켓)’, ‘저수지의 일(극단 극발전소301)’, ‘즐거운 우리집(극단 산수유)’등 4개 작품으로 총 49편의 참가작 가운데 예심을 거쳐 선정했다. <br/><br/>심사는 극단과 작가명을 기입하지 않은 블라인드 방식으로 진행했으며 최용훈(연극연출가, 극단 작은신화 대표), 김남석(연극평론가, 부경대 교수), 황정은(희곡작가) 등이 참여했다. <br/><br/>노작홍사용창작단막극제는 전국 최대 규모의 창작단막극제로 대상(단체상) 1극단, 희곡상(개인상) 1인에 각각 1천만 원의 상금을 수여한다. <br/><br/>본선에 진출한 극단은 본선 경연을 위한 공연지원금 450만 원(극단 400만 원+작가 50만 원)이 각각 주어진다. <br/><br/>본선경연은 10월 중순으로 예정된 노작문학주간에 노작홍사용문학관 내 산유화극장에서 펼쳐진다. 이 자리에서 단체상과 희곡상의 주인공이 최종 결정된다. <br/><br/>손택수 노작홍사용문학관 관장은 ""올해로 6회째를 맞이하는 만큼 노작홍사용창작단막극제가 연극인 및 연극애호가 뿐만 아니라 지역민과 함께하는 축제가 되기를 소망한다""며 ""수준 높은 공연을 지역의 시민들이 관람하는데 불편함이 없도록 최선을 다하겠다""고 말했다. <br/><br/>안형철기자"
481,"조각투자
금융감독원이 한우, 미술품 등 5개사 등 증권신고서 제출을 앞두고 증권신고서 서식을 전면 개정했다고 31일 밝혔다.<br/><br/>금감원은 공시심사실 안에 투자계약증권 전담 심사팀을 운영해 공동사업 내용, 증권발행구조, 투자자보호 체계를 중심으로 엄격하게 심사할 예정이다. 이에 따라 기존 조각투자사와 신규 사업자들은 8월 1일부터 개정 서식에 따른 투자계약증권 증권신고서 제출이 가능하다.<br/><br/>투자계약증권은 공동 사업에 금전을 투자하고 주로 타인이 수행한 공동 사업 결과에 따른 손익을 받는 계약상 권리다. 2009년 2월 자본시장법 제정 때 최초 도입됐다.<br/><br/>그간 자본시장에서는 상장회사나 금융회사를 중심으로 주식·채권·수익증권 등 정형적 증권이 발행·유통돼왔으나, 최근 한우, 미술품 등 특정 자산을 기초로 공동 사업을 수행하는 조각투자가 등장하면서 증권성 논란이 제기됐다.<br/><br/>금융당국은 지난해 4월 증권성 판단 기준을 담은 가이드라인을 발표한 데 이어 지난 12일 증권성이 인정된 5개 조각투자사업자에 대해 최종 제재 면제와 사업 재편을 승인했다. 이들 사업자는 이르면 다음 달 투자계약증권 증권신고서를 제출할 것으로 예상된다.<br/><br/>금감원은 자율 기재 형식에 가까웠던 투자계약증권 서식을 투자자 보호를 강화하는 방향으로 전면 개정했다. 도산절연·피해보상·분쟁 처리 절차 등 기존 조각투자사업자에 적용했던 사업 재편 요건을 서식에 반영했고, 투자 판단에 필요한 첨부 서류를 제출받을 수 있는 근거를 마련했다.<br/><br/>또 생소한 투자계약증권에 대한 투자자 이해도를 증진할 수 있도록 30여개 질문·답변(FAQ 형식)을 담았고, 발행 정보·사업 구조 등을 한눈에 볼 수 있는 요약표도 마련했다.<br/><br/>금감원은 투자계약증권 전담 심사팀을 운영해 증권 발행 구조, 투자자 보호 체계 등을 엄격히 관리할 예정이다. 투자계약증권에 해당하는 사업을 하면서도 증권신고서 제출을 하지 않는 사업자는 자본시장법에 따른 과징금, 증권발행 제한 등 제재 절차를 밟는다.<br/><br/>금감원은 “투자계약증권 투자자는 기존 사례가 없는 만큼 투자 손실 등 피해 양상을 예측하기 어려운 점을 충분히 이해해야 한다”고 강조했다. 현재 별도 유통시장이 없어 환금성에 제약이 따를 수 있고, 사업자가 금융회사가 아니라 영업 행위 및 건전성 감독을 받지 않는다는 점도 고려해야 한다는 것이다.<br/><br/>금감원은 개정 서식과 향후 심사 방안 등에 대해 발행 예정 법인을 대상으로 8월 10일 설명회를 개최한다.<br/><br/>김시소 기자 siso@etnews.com"
482,◆기획재정부 ◇ 국장급 인사 △ 비상안전기획관 윤정열
483,"동래구 보건소(소장 김종목)는 2023년 영양플러스사업 대상자인 임산부 및 영유아 가족에게 요리학원과 연계한 조리교실을 지난 5일, 6일 양일간 운영했다고 밝혔다. <br/> <br/> 조리교실에는 45명의 대상자가 참여하였으며, 매달 대상자에게 제공되는 보충식품 중 3가지를 활용한 미역 달걀국과 감자전 조리실습을 했다. <br/> <br/> 영양플러스사업은 중위소득 80%이하 임산부, 영유아 중 영양위험요인이 있는 대상자에게 영양교육 및 보충식품을 제공하는 사업이다. <br/> <br/> 직접 조리 기회의 제공으로 대상자들의 교육효과를 높이기 위해 실시한 조리교실은 실습뿐 아니라 레시피 관련 식품지식, 관리방법 교육을 시행하고 실습이 끝난 후 가정으로 요리를 포장하여 가져갈 수 있게 하여 대상자들에게 큰 호응을 얻었다. <br/> <br/> 김종목 동래구 보건소장은 “앞으로도 대상자의 영양관리와 다양한 영양교육으로 주민들의 식습관 형성 및 영양개선에 최선을 다하겠다.”고 전했다."
484,부산진구 개금1동 주민센터(동장 이서연)는 28일 2층 다목적실에서 노인일자리 참여자 14명을 대상으로 치매안심센터를 통한 찾아가는 치매파트너 교육을 실시하였다. <br/> <br/> 이번 교육은 치매 예방뿐만 아니라 치매인식개선 교육도 함께 진행했다. 이를 통해 주위에 있는 치매 환자와 가족에 대한 이해를 높이는 시간을 가지고 교육 참여자에게 치매파트너증을 발급하였다.
485,"부산진구 범천1동 주민자치회가 지난 26일부터 3일간 동의대학교 교육봉사 동아리와 협력하여 중장년층을 대상으로 ‘아름답게 나이 듦의 시작, 인생 이모작 프로젝트, 스마트폰 및 키오스크 현장 교육’을 실시하였다. <br/> <br/> 동의대학교 교육봉사 동아리 대학생들의 재능기부로 모두 3회 걸쳐 진행했다. 참여한 봉사자들은 세대 간 소통과 보람을 가질 수 있었고 중장년층들은 어렵고 복잡했던 스마트폰과 키오스크의 사용법을 배울 수 있었다. <br/> <br/> 신용섭 주민자치위원장은 “스마트폰과 키오스크의 활용도가 점점 커지고 있는 현실에서 일대일 맞춤형으로 진행된 스마트폰 및 키오스크 현장 교육이 디지털 기기에 익숙하지 않은 중장년층들에게 도움을 줄 수 있게 되어 큰 보람을 느낀다”고 소감을 밝혔다. <br/> <br/> 장수연 범천1동장은 “이번 교육을 통해 중장년층들에게 행복한 노후설계의 기회와 즐거움을 전하게 되어 뜻깊다”며 “앞으로도 따뜻한 세대 간 소통으로 동행의 가치를 실현하기 위해 다 함께 노력할 것”이라고 말했다."
486,"'2023 나이트레이스 인 부산' 참가자들이 기념촬영을 하고 있다 .영원아웃도어 제공.
<br/>[파이낸셜뉴스] 글로벌 아웃도어 브랜드 노스페이스가 지난 7월 29일 저녁 부산 일대에서 개최된 '2023 나이트레이스 인 부산'의 공식 협찬사로 참여했다. 국민의 건강하고 활기찬 아웃도어·스포츠 활동에 조금이나마 기여하기 위해서다. <br/> <br/>7월 31일 노스페이스를 전개하는 영원아웃도어에 따르면 2023 나이트레이스 인 부산은 광안리 해수욕장에서 출발해 차가 없는 광안대교를 지나 벡스코까지 총 7.2㎞의 코스를 2만여명이 넘는 참가자들이 가득 메우는 등 성황리에 진행됐다. <br/> <br/>특히 올해 레이스는 한국전쟁 정전협정 70주년을 기념해 개최되면서, 블랙이글스 에어쇼를 비롯한 다양한 문화행사도 함께 병행됐다. <br/> <br/>이번 대회의 공식 협찬사로 참여한 노스페이스는 참가자 전원에게 노스페이스만의 차별화된 기술력과 노하우가 적용된 '레이스 티셔츠'를 제공하는 한편, 대회 성공 개최를 기원하는 이벤트도 병행했다. 노스페이스 공식 SNS에서는 대회 참가권과 레이스 키트를 제공하는 팔로우 이벤트를, 대회 공식 SNS 계정에서는 오행시 이벤트의 경품으로 노스페이스의 기술력이 담긴 트레일러닝화 '벡티브 엔듀리스 3'와 서머 슈즈 '리커버리 뮬'을 제공하기도 했다. <br/> <br/>영원아웃도어 관계자는 ""부산을 대표하는 레이스 이벤트에 동참하게 되어 매우 뜻깊었다""며 ""앞으로도 더 많은 분들께 특별한 아웃도어·스포츠 경험을 제공할 수 있도록 다양한 노력을 이어가겠다""라고 말했다."
487,"윤두현 의원 : 국민의힘 미디어정책조정특별위원회 위원장인 윤두현 의원이 31일 오전 국회 소통관에서 기자회견을 하고 있다. 윤 의원실.
與 미디어정책조정특위 위원장 윤두현 의원, 31일 국회 소통관 기자회견<br/><br/>文 정권 당시 만든 민주당 ‘공영방송 정상화 문건’ 언급, ""이게 방송 장악 시도""<br/><br/>""새 방통위원장, 좌편향 방송 개선 등 통해 공영방송의 균형 되찾아야""국민의힘은 31일 이동관 방송통신위원회 위원장 후보자 지명에 대해 ‘방송 장악 시도’라 주장하는 더불어민주당, 일부 언론사 등을 향해 ""‘방송 장악’과 ‘방송 정상화’를 구분하지 못하고 있다""며 ""가짜뉴스 근절과 미디어 생태계 복원에 동참하라""고 지적했다.<br/><br/><br/><br/>국민의힘 미디어정책조정특별위원회 위원장인 윤두현 의원은 이날 오전 국회 소통관에서 기자회견을 열고 이같이 밝혔다. 윤 의원은 ""MBC 뉴스데스크는 지난 28일 이 후보자 지명 소식을 전체 아이템 18개 중 무려 3분의 1 가량 할애해 보도했는데, ‘방송장악’ 이라는 반대 진영의 일방적 주장을 담아 보도했다""고 주장했다. 윤 의원은 민주당 언론자유대책특별위원회 위원장인 고민정 의원이 이 후보자를 향해 ""2010년 이명박 정부에서 만든 언론인 사찰, 블랙리스트 만든 사람을 방송통신위원장으로 인정해야 하느냐""고 밝힌 데 대해 ""인과 관계가 제대로 입증되지 않은 후보자를 맹비난했다""고도 지적했다.<br/><br/><br/><br/>윤 의원은 문재인 정부에서 더불어민주당이 공영방송 경영진 교체와 관련해 작성한 로드맵인 ‘공영방송 정상화 문건’을 거론하며 ""방송 장악을 누가 했느냐""고 비판했다. 윤 의원은 ""문 정부가 출범한 지 석 달이 겨우 지난 2017년 8월 배포됐다""며 ""이 문건이 민주당의 방송장악 시나리오이고 문건을 만든 자가 문재인 정권의 ‘괴벨스’""라고 주장했다. 윤 의원은 ""이른바 ‘언론적폐 청산’ 이후 공영, 준공영방송이라는 KBS와 MBC에서 각각 고대영, 김장겸 당시 사장이 쫓겨나는 등 문건 내용과 흡사하게 진행됐다""며 ""두 방송사는 민주노총 언론노조 중심으로 파업에 들어가고 고대영, 김장겸 두 사장 등 간부들에게 인격모독을 가한 반면, 거기에 앞장섰던 자들은 이후 사장 등 간부직을 싹쓸이하지 않았느냐""고 말했다. 이어 KBS의 양승동 전 사장과 김의철 현 사장, MBC의 최승호·박성제 전 사장 등을 ""문 정권 언론 장악의 하수인이고 수혜자""라고 했다.<br/><br/><br/><br/>윤 의원은 ""새 방통위원장의 소명은 공영방송이 지켜야 할 균형을 되찾고 국민의 방송으로 바로 세우고, 문 정권에 장악된 뒤 좌편향 노영화로 신뢰를 잃은 방송의 정상화에 있다""고 강조했다. 그는 민주당에 ""편파 보도로 국민 불신을 자초한 공영방송의 정상화, 확산 일로인 가짜뉴스 척결 등 미디어 생태계 복원에 동참해야 한다""고 지적했다.<br/><br/><br/><br/>최지영 기자"
488,배우 김민석이 31일 오후 서울 마포구 상암 MBC 골든마우스홀에서 진행된 시사교양 '빈집살래 시즌3-수리수리 마을수리' 제작발표회 참석해 포즈를 취하고 있다. <br/><br/> <br/> 한윤종 기자 hyj0709@segye.com
489,"한국고용정보원·한국산업기술진흥원건설 분야 일자리 3만8000개 감소5개 제조업에서는 4만2000개 증가
한국고용정보원 제공
올해 하반기 기계·조선·철강·반도체·자동차 분야는 지난해 같은 기간보다 일자리가 늘어나는 반면, 건설 분야는 줄어들 것이라는 전망이 나왔다. <br/>한국고용정보원과 한국산업기술진흥원은 31일 이 같은 내용이 담긴 ‘2023년 하반기 주요 업종의 일자리 전망’을 발표했다. 국내 8개 주력 제조업종과 건설업, 금융·보험업까지 총 10개 산업 분야에 대한 하반기 전망치가 담겼다. 전년 동기 대비 고용 증가율이 1.5% 이상이면 ‘증가’, -1.5% 이상 1.5% 미만이면 ‘유지’, -1.5% 미만이면 ‘감소’로 분류했다. <br/>일자리가 증가할 것으로 전망된 5개 산업군 가운데 예상 증가율은 조선(6.4%) 분야가 가장 높았고 이어 철강(2.9%), 반도체(2.8%), 자동차(2.7%), 기계(2.4%) 순이었다. 고용 인원 확대 규모로 따지면 △기계 1만9,000명 △자동차 1만 명 △조선 6,000명 △반도체 4,000명 △철강 3,000명 순이다.<br/>조선 분야는 전 세계적인 경기 침체 가능성에 따른 투자심리 위축으로 선박 발주량 자체는 축소될 것으로 전망됐다. 다만 국내 조선업이 강점을 가진 친환경 선박에 대한 수요 증가와 올해 선박류 수출액 증가(전년 대비 15.5%)의 영향으로 고용이 늘 것으로 예측됐다. <br/>철강 분야는 지난해 하반기 발생한 공급 차질 문제 해소와 선박 생산 본격화에 따른 수요 증가로 생산량이 늘 것으로 전망됐다. 반도체 분야는 국내 설비 투자가 증가하면서, 기계 분야는 수출과 내수 모두 증가하면서 각각 고용이 늘어날 전망이다.<br/>건설 분야 일자리는 3만8,000개(1.8%) 줄어들 것으로 예측됐다. 하반기에도 고금리가 유지되는 가운데 정부의 사회기반시설(SOC) 예산 축소, 부동산 프로젝트파이낸싱(PF) 부실 우려 등이 맞물리면서 공공은 물론 민간 주거용 건축 투자도 위축될 조짐이기 때문이다. <br/>전자, 섬유, 디스플레이, 금융·보험 등 나머지 4개 산업의 고용 규모는 현 수준이 유지될 것으로 예측됐다."
490,"부산 동래구(구청장 장준용)는 2023년 영어권 국제교류 문화아카데미 참가자들을 대상으로 지난 7월 19일부터 26일까지 말레이시아 쿠알라룸푸르, 세렘반 등지에서 6박 8일 동안「글로벌 문화·교육 탐방」을 운영했다고 밝혔다. <br/> <br/> 「글로벌 문화·교육 탐방」은 아카데미 참가자 중학생 50명 중 41명이 참가했으며▴UCSI 국제학교에서 원어민 영어수업 ▴오후 액티비티 체험(골프 및 수영) ▴쿠알라룸푸르 시티투어 ▴말레이시아 관광청과 함께하는 전통 마을 체험 등으로 운영됐다. <br/> <br/> ‘2023년 영어권 국제교류 아카데미’는 창의적 역량을 가진 글로벌 인재 육성을 목표로 동래구 거주 중학생이 참여 대상이며, 글로벌 문화교육 탐방을 포함하여, 원어민 글로벌 비전캠프, 세계시민교육 등 총 4가지 프로그램이 진행됐으며 오는 8월 영어 말하기 대회, 10월 졸업식을 가질 예정이다. <br/> <br/> 학산여자중학교 임지민 학생은 ""이번 탐방에서 경험한 말레이시아 음식과 문화 체험이 아주 인상 깊게 남아서 20년 30년이 지나서도 잊지 못할 것 같다“ 는 소감을 전했다. <br/> <br/> 말레이시아 인솔을 담당했던 동래구 관계자는“이번 프로그램을 통해 경험한 새로운 문화와 교류의 기회가 미래의 주인공이 될 동래구 청소년들이 큰 꿈을 꾸고 그 꿈을 위해 노력할 수 있는 계기가 되었으면 좋겠다.”고 말했다."
491,"경정급 간부가 맡던 경남청 112 상황 팀장으로 전보 류 “누군가 경찰 블랙리스트 관리하며 부당한 개입”
지난해 행정안전부 경찰국 신설에 반대하며 전국 경찰서장(총경) 회의를 주도했다가 정직 징계를 받고 최근 경남경찰청 112치안종합상황실 상황팀장으로 발령이 난 류삼영 총경이 31일 오전 서울 서대문구 경찰청 앞에서 사직 기자회견을 하고 있다. 2023.7.31 연합뉴스
지난해 행정안전부 경찰국 신설에 반대하며 전국 경찰서장(총경) 회의를 주도했다가 징계받은 류삼영 총경이 결국 사직서를 냈다.<br/>류 총경은 31일 오전 서울 서대문구 경찰청에 사직서를 낸 뒤 기자회견을 열어 “지난 35년간 국민의 생명과 안전을 보호하는 경찰 조직의 일원으로서 사명감을 가지고, 누구보다 주어진 임무에 최선을 다해 왔다고 자부한다”며 “그러나 최근 1년간 일련의 사태로 인해 경찰 중립의 근간이 흔들리는 것을 더는 지켜보기 어려워 감히 14만 경찰의 자존감을 지키기 위해 사직을 결심하게 됐다”고 밝혔다.<br/>이에 앞서 류 총경은 이날 경찰 내부 게시판에 올린 ‘사직의 변’을 통해 “경찰청장에게 간곡히 호소한다. 저의 사직을 끝으로 더 이상 조직 전체를 뒤흔드는 보복 인사를 멈추고 부당한 외압으로부터 조직을 보호하는 청장 본연의 임무를 다해 주시기를 당부드린다”며 “국민께서 경찰 조직이 권력의 도구가 아니라 오롯이 ‘국가와 국민을 위한 경찰’로서 긍지를 갖고 신명 나게 일할 수 있게 경찰 조직을 지켜달라”고 말했다.<br/>류 총경은 지난해 7월 행정안전부 경찰국 신설에 반대하며 전국 경찰서장 회의를 주도했다가 12월 정직 3개월 징계받은 데 이어 27일 경남청 112 상황팀장으로 전보됐다.<br/>해당 보직은 지난해까지 경정급 간부가 맡다가 올해 총경 복수직급제가 도입되면서 총경급 경찰관도 보임할 수 있게 됐다. 하지만 윤희근 경찰청장이 경찰대 3년 선배이자 총경 8년 차인 류 총경을 112 상황 팀장에 보임한 것은 사실상 ‘망신 주기 인사’가 아니냐는 지적이 내부에서 나오기도 했다.<br/>이에 류 총경은 “경찰국 신설에 대한 의견을 수렴하기 위해 모였다는 이유로 저를 포함한 참석자에게 사실상 강등에 가까운 보복 인사가 이어지고 있다”며 “누군가 ‘경찰 블랙리스트’를 조직적으로 관리하면서 경찰청장이 가진 총경 인사권에 부당하게 개입하고 있다는 합리적 의심을 갖게 한다”고 주장했다.<br/>류 총경은 향후 계획을 묻는 취재진의 질문에 “사직을 해본 적이 없어 어떤 임무가 제게 주어질지 모르지만 조직 내에서 입에 재갈을 물리고 했던 그런 이야기를 조직 밖에서 여러 가지 방법으로 해보려 한다”며 “경찰국 사태와 관련해 책을 쓰고 있는데 책을 통해서, 아니면 요즘 유행하는 유튜브 활동을 통해서 경찰에 피가 되고 살이 되고 국민에게 도움이 되는 조언을 아끼지 않겠다”고 말했다.<br/>류 총경은 일각에서 제기되는 ‘총선 출마설’과 관련해서는 “제가 깜냥이 안 된다고 생각을 한다”며 “정치와 관련해서는 지금까지는 생각이 없다”고 말했다."
