,content
199,"민주당 권칠승 수석대변인. 뉴스1
더불어민주당은 31일 “(대통령의) 친인척 (문제), 부적격자 임명, 책임자 처벌이 전혀 없는 상황을 극복하기 위해 대통령실의 전면적인 쇄신을 촉구한다”며 “구체적 방안으로 특별감찰관 임명을 촉구한다는 (당 지도부) 입장을 확인했다”고 했다. 고위공직자범죄수사처(공수처)와의 ‘업무 중복’을 우려해 문재인정부 5년 내내 특별감찰관 임명에 소극적 태도를 보였던 것과 상반된다는 지적이다. <br/> <br/> 민주당 권칠승 수석대변인은 이날 국회에서 열린 당 최고위원회의 후 기자들과 만나 “특별감찰관 임명은 잘 알다시피 윤석열 대통령의 대선 공약이기도 했다”며 이같이 전했다. <br/> <br/> 권 대변인은 이상민 행정안전부 장관에 대한 탄핵 추진이 헌재에서 가로막힌 것을 두고 “그것도 (특별감찰관 임명을 요구하는) 하나의 요소라고 볼 수 있다”며 “헌재는 법적인 부분만을 따지는 것이고 이 장관의 경우에는 총체적인 책임을 지고 벌써 자진사퇴했어야 할, 혹은 해임을 시켰어야 할 책임이 있는 사람이라고 생각하기 때문”이라고 했다. <br/> <br/> 민주당이 주장하는 ‘친인척 비리’는 윤 대통령 장모 최은순(구속)씨의 잔고증명 위조 의혹 사건 및 서울∼양평 고속도로 노선 변경 논란을 겨냥한 것으로 보인다. ‘부적격자 임명’은 이동관 대통령실 대외협력특보가 방송통신위원장에 내정된 점을, ‘책임자 처벌’은 충북 청주 궁평2지하차도 침수 사고를 각각 염두에 둔 것으로 보인다. <br/> <br/> 다만 지난 정부가 특별감찰관을 임명해야 한다는 국민의힘 주장을 수용하지 않았던 점을 감안하면, 약 7년째 공석인 특별감찰관 임명 여부는 또다시 정치 공방의 소재로 전락할 가능성이 크다. <br/> <br/> 초대 이석수 특별감찰관은 박근혜정부 시절인 2013년 12월∼2016년 9월 재직했고, 그 이후로 후임자가 임명되지 않았다. 문재인정부는 특별감찰관을 공석으로 둔 채 차정현 특별감찰과장(현 공수처 검사)에게 직무대행을 맡겼다. <br/> <br/> 현행법상 특별감찰관의 감찰 대상은 대통령의 배우자 및 4촌 이내 친족, 대통령비서실의 수석비서관 이상의 공무원이다. 공수처는 이에 더해 대통령, 국회의장 및 국회의원, 대법원장 및 대법관, 헌법재판소장 및 재판관, 검찰총장, 경무관 이상 경찰공무원 등을 수사대상으로 삼는다. <br/><br/> <br/>배민영·김현우?기자"
200,"윤석열 대통령이 지난 28일 서울 용산 대통령실 청사에서 열린 김영호 통일부 장관 임명장 수여식에 입장하고 있다. 연합뉴스
[레이더P] 수석비서관회의서 지시 <br/>검단 지하주차장 붕괴사고 이어 <br/>LH 발주 15개 단지서 철근 누락<br/><br/>윤석열 대통령이 31일 수석비서관회의를 주재하면서 “아파트 지하주차장 부실 공사에 대해 전수 조사하고, 즉시 안전 조치에 만전을 기하라”고 국토교통부 장관에게 지시했다고 이도운 대변인이 전했다.<br/>최근 인천 검단 신축아파트 지하주차장이 붕괴되는 사고가 발생했고, 그 사고의 원인이 철근 누락 때문이라는 사실이 밝혀지며 충격을 줬다. 특히 해당 아파트에 대한 관리를 맡고 있는 공기업인 한국토지주택공사(LH)의 허술한 공사 관리와 책임 문제가 크게 불거진 상황이다. LH가 발주한 아파트 91개 단지 중 15개 단지에서 철근이 누락된 것으로 나타났는데, 이 중 5개 단지는 이미 입주까지 마친 상황이라 주민들의 불안은 커져가고 있는 상태다.<br/>이 같은 안전 문제는 생명에도 위협이 될 수 있는 요인이라 대통령실 차원에서도 강한 지시가 나온 것으로 보인다."
201,"세븐어스 이레(왼쪽), 희재. <강영국 스타투데이 기자>
듀오 세븐어스(SEVENUS)가 첫 번째 싱글 ‘썸머스(Summ?s)’를 발표하고 활동에 나선다.<br/>31일 오전 청담동 일지아트홀에서 열린 쇼케이스에서 세븐어스(희재, 이레)가 신곡 ‘원더랜드(Wonder Land)’ 무대를 선보였다.<br/>[강영국 스타투데이 기자]"
202,"세븐어스 이레(왼쪽), 희재. <강영국 스타투데이 기자>
듀오 세븐어스(SEVENUS)가 첫 번째 싱글 ‘썸머스(Summ?s)’를 발표하고 활동에 나선다.<br/>31일 오전 청담동 일지아트홀에서 열린 쇼케이스에서 세븐어스(희재, 이레)가 신곡 ‘원더랜드(Wonder Land)’ 무대를 선보였다.<br/>[강영국 스타투데이 기자]"
203,"문정혜 도이치뱅크 한국 DCM 본부장/사진=도이치뱅크 제공
亞太 M&A 회장에 사무엘 김 회장 영입 <br/>DCM 재진출...문정혜 본부장 영입 <br/>IB 부문에 CS출신 오신나 본부장 배치<br/><br/>도이치뱅크가 국내에서 투자은행(IB) 부문을 재정비하고 사업 확대에 나선다. 채권자본시장(DCM)도 다시 진출하기 위해 최근 관련 인사도 영입했다.<br/>31일 도이치뱅크는 미즈호증권 출신 문정혜 본부장을 한국 DCM(Debt Capital Market) 본부장으로 영입했다고 밝혔다. 문 본부장은 홍콩 소재 미즈호증권 아시아에서 한국 채권 부문 총괄을 역임하며 한국 수출입은행과 산업은행, 하나은행, 현대자동차, 포스코 등을 담당했다. 미즈호증권 근무 전에는 서울 소재 스코틀랜드 왕립은행, 다이와증권, 살로몬 투자증권에서 근무한 이력이 있다.<br/>문 본부장 영입을 시작으로 도이치뱅크는 채권 부문을 5년 만에 재개하기로 했다. 도이치뱅크는 2018년 사실상 한국물 사업에서 손을 뗐다. 사모 딜로 국내 발행사와의 관계를 이어가긴 했지만 공모 한국물 주관 이력은 찾기 어렵다.<br/>도이치뱅크 아시아태평양 자본시장 부문을 총괄하는 하이탐 가타스(Haitham Ghattas)는 “아태지역의 DCM 사업을 8개 국가로 확대하고 다양한 한국 고객들의 글로벌 채권자본시장 접근성을 높일 것”이라고 말했다.<br/>도이치뱅크는 기업 및 글로벌 투자자들과의 관계 강화를 위해 최근 투자은행(IB) 부문에 크레디트스위스 출신 오신나 본부장도 영입했다. 오 본부장은 삼성그룹, 현대자동차그룹, 롯데그룹 등과 업무를 수행했다.<br/>아울러 도이치뱅크는 아시아태평양 인수합병(M&A) 신임 회장으로 사무엘 김 홍콩 모건스탠리 회장을 영입했다. 김 신임 회장은 사모투자펀드(PEF) 운용사 MBK파트너스와 다수의 거래를 추진했으며 우아한형제들 매각과 휴젤 인수 건을 자문했다. 칼라일의 ADT 캡스 매각 건에서도 자문을 담당해왔다.<br/>도이치뱅크는 1978년 한국 시장에 첫발을 내디딘 이후 45년간의 업력으로 현재 DCM과 주력 사업인 M&A 자문업 외에도 파이낸싱, 파생상품, 채권, 외환 등 다양한 투자은행 솔루션을 제공하고 있다. 또한 자회사인 DWS를 통한 자산운용과 기업은행 (글로벌 거래 은행)도 제공하고 있다.<br/>안성은 도이치뱅크 한국 총괄대표는 “아태 지역을 총괄하며 한국 시장에 대한 깊은 조예를 가지고 있는 사무엘 김을 M&A 부문 회장으로 영입했다는 점은 한국과 M&A 부문 성장에 대한 도이치뱅크의 확신을 보여준다”고 말했다."
204,"부산 금정산 석불사에서 찍은 개리 민티어 <국외소재문화재재단>
국외소재문화재재단 발표 <br/> <br/>평화봉사단 출신 민티어 부부 <br/>조선시대 책판과 근현대 서화 <br/>70년대 사진 등 총 1516점 기증 <br/> <br/>부산사진 1300여점 모아서 <br/>8월 4일부터 부산박물관 전시<br/><br/>한국인의 인정에 반하고 한국 문화유산을 사랑해 조선시대 희귀한 책판과 수묵화 등을 모으고 경제개발이 한창인 한국 풍경을 기록에 남겼던 미국인 부부가 평생 모은 수집품을 한국인들 품에 돌려줬다.<br/>문화재청 산하 국외소재문화재재단은 과거 평화봉사단으로 한국을 방문했던 미국인 부부 개리 민티어(77)와 매리 앤 민티어(77)가 수집하고 기록한 근현대 서화 및 전적, 사진 자료 등 총 1516점을 기증받았다고 31일 밝혔다.<br/>민티어 부부는 한국에 평화봉사단(Peace Corps) 일원으로 파견돼 1969년부터 1975년까지 서울과 부산에 거주하며 영어 강사로 활동했다. 6년여간 머물며 한국 전통문화의 아름다움에 매료돼 근현대 서화와 전적 등을 수집했고, 1970년대 부산의 생생한 모습 등을 사진으로 기록했다.<br/>해외 우리 문화재 소장기관과 지속적인 조사·연구 사업을 추진하는 재단은 민티어 부부의 한국 문화재 소장 정보를 파악하고 지속적인 교류로 신뢰를 쌓았다. 이에 부부는 그동안 소중하게 간직해 온 소장품을 판매하지 않고 한국 국민에게 돌려주겠다면서 재단에 기증 의사를 밝혀왔다.<br/><br/><br/>민티어 부부가 수집한 서화류와 전적류 총 105건 150점이 우선 국립중앙도서관에 기증됐다. 대표적 작품으로 조선 후기 화가 사호(沙湖) 송수면(宋修勉, 1847-1916)의 수작인 매죽도가 있고, 근대기 우리 회화사의 다양성을 살필 수 있는 자료는 물론 조선 중기 학자 고산(孤山) 이유장(李惟樟, 1625-1701)이 편집한 춘추집주(春秋輯註) 목판(권2) 등 희소가치가 높은 것도 있다. 국립중앙도서관은 이번 기증 대상 유물을 소독하고 등록하는 작업을 거쳐서 내년 4월 도서관의 날 행사 때 일부 공개할 계획이다.<br/><br/>아울러 부부는 자신들의 소중한 기억이 담긴 1366점의 사진자료를 추가로 부산박물관에 기증하기로 했다. 오는 8월 4일부터 9월 3일까지 부산박물관에서 개최하는 ‘1970년 부산, 평범한 일상 특별한 시선’전에서 선보인다. 1981년 부산 도시철도 1호선 건설로 철거된 부산 서면 부산탑과 보수동 산동네 모습 사진(1970)도 있다.<br/><br/><br/>이번 기증은 국외소재문화재재단과 국립중앙도서관, 부산박물관 등 3개 기관이 전문성을 살려 협업해 이뤄낸 성과다.<br/>국외소재문화재재단 관계자는 “50년 전 한국에 처음 와서 한국 사람들의 정을 듬뿍 느끼고 가슴 깊이 한국을 사랑하게 된 미국인 부부가 당시 생활 면면을 생생하게 기록하고 수집한 자료들을 소장자와 국내외 기관 협력을 통해 환수한 사례”라면서 “이번 기증 자료가 향후 지역 연구 및 우리 현대사 연구에 중요한 기반 자료로 활용되기를 기대한다”고 밝혔다."
205,"이종섭 국방부 장관. [매경DB]
이종섭 국방부 장관이 31일부터 내달 3일까지 우즈베키스탄을 방문해 국방·방위산업 협력 확대방안을 논의한다. 한국 국방부 장관이 우즈베키스탄을 방문하는 것은 이번이 처음이다.<br/>국방부에 따르면 이 장관은 샤브카트 미르지요예프 우즈베키스탄 대통령을 예방하고 빅토르 마흐무도프 국가안전보장회의(NSC) 사무총장, 바호디르 쿠르바노프 국방장관과 회담을 갖는다. 이 장관은 현지에서 한·우즈벡 방산진흥 컨퍼런스를 개최한다.<br/>우즈베키스탄은 옛소련 해체 이후인 1992년 1월에 한국과 수교했다. 양국관계는 2006년에는 전략적 동반자, 2019년에는 특별 전략적 동반자 관계로 격상됐다.<br/>북한과는 한국과의 수교 직후인 1992년 2월에 외교관계를 수립했고, 지난 2016년 북한의 4차 핵실험 이후 평양주재 대사관을 폐쇄했다."
206,"블랙스톤 사옥 전경 [로이터 = 연합뉴스]
블랙스톤 부동산펀드, 최근 100억달러 자산 매각 <br/>‘한세대 한 번뿐인 기회’ AI기술 개발에 투자 <br/>데이터센터 구축에 최소 80억달러 투자 예정<br/><br/>세계 최대 사모펀드 블랙스톤의 간판 부동산 소득 신탁(Breit·브라이트)이 보유자산을 팔아치우며 세계 최대 부동산 구매자에서 판매자로 변모했다. 차세대 주요 산업으로 손꼽히는 인공지능(AI) 기술 개발에 박차를 가하기 위한 전략의 일환인 것으로 전해졌다.<br/>31일(현지시간) 영국 파이낸셜타임스(FT) 등에 따르면 블랙스톤은 최근 AI 기술 개발을 위한 데이터센터 설립 등에 수십억달러를 투자한다는 방침을 세웠다. 이를 위한 비용을 충당하기 위해 블랙스톤은 적극적인 자산 매각을 진행 중이다.<br/>지난 2021년 초부터 지난해 3분기까지만 해도 블랙스톤의 브라이트는 호텔·창고 등 시설을 포함해 총 600억달러(약 76조3700억 원) 규모의 부동산 자산을 인수했다. 그러나 지난해 가을부터 공격적인 부동산 인수를 중단한 뒤 투자 수익을 구체화하고 유동성을 늘리기 위한 자산 매각을 단행했다. 특히 블랙스톤은 미국 라스베이거스에 보유하고 있는 카지노 2곳의 지분 49%를 28억달러에 매각하면서 유동성을 확보한 것으로 전해졌다. 이 외에도 최근 몇 달 동안 미국 텍사스에 위치한 8억달러 규모 리조트와 22억달러 규모의 셀프 스토리지(도심형 개인창고) 등을 매각한 것으로 알려졌다. 블랙스톤이 본격적인 유동성 확보를 위해 최근 팔아치운 자산 규모는 100억달러(약 12조7300억 원) 규모로 집계됐다.<br/>블랙스톤 측은 “약 100억달러에 달하는 유동성을 창출해 현재 상당한 수준의 재정 유연성을 확보했다”고 말했다.<br/>블랙스톤이 이처럼 공격적인 자산 매각에 나선 이유는 AI 기술 개발 경쟁에서 우위를 선점하기 위해서다. 블랙스톤은 AI시장의 잠재력을 ‘한 세대에 단 한 번 찾아오는 기회’ 수준으로 평가하는 것으로 전해졌다. 해당 사안에 정통한 익명의 관계자들은 블랙스톤이 AI 기술 개발을 위한 새로운 데이터센터를 구축하는 데 최소 80억달러(약 10조1700억 원) 이상을 투자할 계획이라고 FT에 전했다.<br/>AI시장 선점을 위한 기술 기업들의 경쟁은 계속 격화하고 있다. 기술 대기업인 마이크로소프트(MS)·구글·메타·아마존 등은 앞으로 급증할 AI기술 수요에 원활하게 대응하기 위해 인프라 구축 등에 1조달러(약 1271조7000억 원)를 투자할 예정이다. 시설 규모와 기술력 확보 수준 등에 따라 다르지만 데이터센터 구축에는 최소 10억달러(약 1조3000억 원) 이상의 비용이 들어간다는 것이 전문가들 견해다. 블랙스톤은 미국 5개 주에 데이터센터를 건설하기 위한 토지 매입 비용으로 최근 수년간 10억달러 이상을 지출했다. 아울러 기술 개발에 들어가는 막대한 양의 전력을 충당하기 위해 지역 전력사들과도 계약을 체결한 것으로 알려졌다."
207,오늘(31일) 아침 5시 41분쯤 경남 김해시 생림면의 공장 창고에서 불이나 소방당국이 불을 끄고 있습니다.<br/><br/>현재까지 인명 피해는 없으며 진화대원 90여 명과 헬기 등이 투입되어 불을 끄고 있습니다<br/><br/>경남소방본부는 창고 안에 고무 자재가 많아 불 끄는 데 시간이 걸린다고 설명했습니다.<br/><br/><br/><br/><br/>YTN 박종혁 (johnpark@ytn.co.kr)
208,"소비자의 착각이나 실수 등을 유도해 비합리적인 지출을 유도하는 온라인 눈속임 상술, 이른바 다크 패턴을 막기 위한 정부 가이드라인이 나왔습니다.<br/><br/>공정거래위원회는 눈속임 상술을 4개 범주, 19개 세부 유형으로 구분해 사업자 관리사항과 소비자 유의 사항을 담은 '온라인 다크패턴 자율관리 가이드라인'을 발표했습니다.<br/><br/>가이드라인에는 별도의 고지 없이 무료 서비스를 유료로 전환하는 '숨은 갱신', 소비자에게 불리한 선택항목을 두드러지게 표시하는 방식 등 대표적인 다크패턴 유형을 제시하고 사업자가 준수해야 하는 사항이 담겼습니다.<br/><br/>공정위는 온라인 눈속임 상술을 본격적으로 규율하기 위한 전자상거래법 개정안이 국회에서 통과되기 전에라도 사업자들이 소비자 친화적 사용환경을 마련하도록 유도하기 위해 이번 가이드라인을 발표한다고 설명했습니다.<br/><br/>공정위 관계자는 법 개정안이 국회를 통과하면 이번 가이드라인 내용이 지침과 고시에 담겨 법적 구속력을 가지게 될 것이라고 덧붙였습니다.YTN 이승은 (selee@ytn.co.kr)"
209,"한국과 미국의 학군사관(ROTC) 후보생들이 지난 20일 충북 괴산 육군학생군사학교에서 정전협정·한미동맹 70주년을 맞아 동반훈련을 하고 있다. 육군에 따르면 육군학생군사학교는 8월 중 ROTC 후보생 추가모집 공고를 낼 예정이다. 추가모집은 육군 창군이래 처음이다. [연합]
군 당국이 처우개선을 비롯해 초급간부 자존감 고양과 기 살리기에 공을 들이고 있지만 현실은 녹록치 않다. <br/> <br/> 당장 전방 경계 담당 초급장교의 70%에 달하는 육군 학군사관(ROTC) 후보생 모집에 빨간불이 들어왔다. <br/> <br/> 31일 군 관계자에 따르면 육군은 9월께 ROTC 하반기 모집을 진행할 예정이다. 육군이 ROTC 후보생 추가 모집에 나서는 것은 창군 이래 처음이다. <br/> <br/> 매년 낮아지던 ROTC 경쟁률은 올해 사상 최저를 기록했다. <br/> <br/> 올해 5000여 명이 지원해 미달은 가까스로 피했지만, 필기평가와 신체검사, 면접 등을 거치는 과정에서 발생할 탈락자를 감안하면 사실상 미달이 불가피하다는 전망이다. 이미 서울 주요대학에서는 정원을 채우지 못하는 일도 비일비재하다. <br/> <br/> ROTC 지원 경쟁률은 지난 2014년만 해도 6.1대 1에 달했지만 2018년 3.4대 1, 2020년 2.7대 1, 2021년 2.6대 1, 2022년 2.4대 1, 그리고 올해는 1.6대 1까지 지속적인 하락세를 보이고 있다. <br/> <br/> ROTC는 육군 초급간부의 절대다수를 차지하면서 초급간부의 뿌리로 여겨졌고, 군 복무시기는 물론 전역 이후를 감안하더라도 매력적이라는 평가를 받아왔다. <br/> <br/> 그러나 인구절벽에 따른 병사는 물론 초급간부 병역자원 자체가 감소하고 있는데다 병사 복무기간 단축과 월급 인상 여파로 인해 지원이 갈수록 줄어들고 있는 형편이다. <br/> <br/> 이와 관련 국회예산정책처가 최근 발표한 ‘2022회계연도 결산분석보고서’는 국방부가 병사와 초급간부 보수를 ‘적정 수준의 차등’을 확보할 수 있도록 대책을 마련해야 한다고 주문해 눈길을 끌었다. <br/> <br/> 또 병사 봉급 인상 계획뿐 아니라 군인에 대한 전반적인 인건비 조정 계획을 수립해 국방 분야 인건비의 급격한 인상을 지양할 필요가 있다고 제언했다. 당장 지난해 67만6000원이었던 병장 월급은 올해 100만원, 2024년 125만원, 2025년 150만원 선으로 늘어날 예정이다. <br/> <br/> 여기에 급여 적립으로 전역 후 목돈 마련을 지원하는 ‘내일준비지원 사업’을 통해 추가적으로 2023년 30만원, 2024년 40만원, 2025년 55만원 적립도 가능하다. <br/> <br/> 병장 월급 인상률이 20%를 웃돌게 되는 반면 소위와 하사 등 초급간부 기본급 인상률은 최근 수년 간 3~4% 수준에 그쳤다. <br/> <br/> 올해 기준 소위 1호봉 기본급은 178만5000원, 하사 1호봉 기본급은 177만1000원이다. 호봉 산정 등 변수를 제외하고 기존 인상률을 적용할 경우 2025년께 병장 월급과 초급간부 기본급 역전이 불가피하다는 지적도 나온다. <br/> <br/> 한국국방연구원(KIDA)에 따르면 ‘병 봉급 인상시 초급간부 지원 의향 변화가 있느냐’는 질문에 장교 지원 희망자의 41.5%, 부사관 지원 희망자의 23.5%가 “병 봉급이 205만원이 되면 지원하지 않겠다”고 답변하기도 했다. <br/> <br/> 국회예산정책처는 KIDA를 인용해 “초급간부 임용이 더욱 어려워질 것으로 보이는데, 국방부는 이에 대한 계획이 마련돼 있지 않고 전반적인 인건비 체계에 대한 고민 없이 병 봉급 인상 계획만 발표한 것으로 보인다”고 지적했다. <br/> <br/> 국방부는 병사 봉급이 초급간부 기본급을 상회할 것이라는 지적에 대해 법령적 정의를 고려할 때 병사 봉급과 매칭지원금 합계를 초급간부 기본급과 비교하는 것은 잘못이라며 초급간부 보수 인상은 직업군인 처우 개선과 복무여건 개선 국정과제로 추진중이라는 입장이다. <br/> <br/> 이와 함께 육군 병사 복무기간이 18개월로 단축된 반면 ROTC는 군별로 24~36개월에 달한다는 점도 ROTC 지원을 꺼리는 배경으로 꼽힌다. <br/> <br/> 이종섭 국방부 장관은 지난 4월 “학군장교 지원율이 낮은 이유가 복무기간이 병사보다 길기 때문”이라며 “학군장교 복무기간 단축을 검토하고 있다”고 언급한 바 있다. <br/> <br/> 병사 의무복무기간은 1968년 36개월에서 현재 육군 기준 18개월로 단축됐지만, ROTC 복무기간은 육군 기준 28개월로 55년 동안 유지되고 있다. <br/> <br/> MZ세대 대학문화와 ROTC 문화의 괴리감을 주목하는 시선도 있다. <br/> <br/> 이와 관련 ROTC로 전역한 박모(41) 씨는 “병사보다 복무기간도 길고 월급도 비슷한 수준이라면 기회비용 등을 감안할 때 누가 ROTC를 지원하려 하겠느냐”면서 “대학 내에서 제복을 입고 다니고, 방학 때는 군사훈련을 받아야 하는 등 MZ세대 눈높이에 맞지 않는 측면도 있을 것”이라고 말했다. <br/> <br/> 한편 미국의 제도를 본 딴 육군 ROTC는 지난 1961년 6월 전국 16개 종합대학에서 창설됐으며, 현재 118개 대학 학군단에서 육해공군과 해병대 ROTC를 운영중이다. <br/> <br/> 신대원·이세진 기자 <br/> <br/><br/> <br/> shindw@heraldcorp.com"
210,"61명의 사상자를 낸 과천 제2경인고속도로 방음터널 화재사고 이후 반 년이 지난 가운데, 정부가 방음터널을 3종 시설물로 지정해 안전관리계획 수립 및 정기안전점검 의무 대상에 포함시킬 수 있도록 한 시행령 개정에 착수했다. 사고 당시 방음터널이 일반 터널로 분류되지 않아 관리규정이 미비해 ‘안전 사각지대’라는 지적이 제기된 데 따른 후속조치로 풀이된다. <br/> <br/> 31일 국토교통부에 따르면 지난 26일 국토부는 이 같은 내용을 담은 시설물의 안전 및 유지관리에 관한 특별법(시설물안전법) 시행령 개정안을 입법예고했다. 개정안은 방음터널을 3종 시설물로 지정해 관리할 수 있는 근거를 마련하고 시설물안전법상 관리대상에 포함시키는 것이 골자다. <br/> <br/> 시설물안전법은 국토부는 교량·터널·댐·옹벽·건축물 등을 규모 및 중요도에 따라 1·2·3종 시설물로 분류해 관리하도록 규정하고 있다. 고속철도 터널, 연장 1000m 이상 터널 등은 1종에 속하고, 고속국도·일반국도·특별시도 및 광역시도의 터널 등은 2종으로 분류된다. 또한, 연장 300m 미만의 지방도·시도·군도 및 구도의 터널 등은 3종에 포함된다. <br/> <br/> 그러나 그간 방음터널은 1·2·3종 시설물 분류 기준 어디에도 명시돼 있지 않아 안전관리 기준이 사실상 부재했다. 시행령에 따르면 토목분야 3종 시설물 범위는 교량, 터널, 육교, 옹벽, 그 밖의 시설물로 나뉜다. 그 밖의 시설물은 ‘중앙행정기관 장 또는 지방자치단체 장이 재난예방을 위해 안전관리가 필요한 것으로 인정하는 교량·터널·옹벽·항만·댐·하천·상하수도 등의 구조물과 이와 구조가 유사한 시설물’을 뜻한다. 국토부는 시행령 개정을 통해 ‘터널과 구조가 유사한 시설물은 도로법 및 도로터널 방재·환기시설 설치 및 관리지침 등 관련규정에 따른 터널형 방음시설(방음터널)을 포함한다’는 문구를 추가한다는 계획이다. 방음터널이 3종 시설물로 지정되면 안전관리계획을 세우고, 주기적으로 안전점검을 필수적으로 받아야 한다. <br/> <br/> 국토부 관계자는 “방음터널을 3종 시설물로 편입함으로써 지정권자가 관리를 지정해 안전관리계획 수립 의무, 정기안전점검 의무 등을 다할 수 있도록 하는 것”이라며 “3종 시설물의 경우 정기안전점검을 1년에 2~3번 시행해야 한다”고 설명했다. <br/> <br/> 신혜원 기자 <br/> <br/><br/> <br/> hwshin@heraldcorp.com"
211,"GS건설은 강원 원주시 단구지구도시개발사업구역 내 1블록(BL)(단구동 894번지 일원)에 들어서는 ‘원주자이 센트로’(조감도)의 견본주택을 지난 28일 열고 본격적인 분양에 돌입했다. <br/> <br/> 원주자이 센트로는 지하 3층~지상 최고 29층 8개 동으로 이뤄졌다. 전용면적 84~130㎡, 총 970가구 규모로 조성된다. 원주시 첫 자이 아파트다. <br/> <br/> 수요자에게 선호도가 높은 중대형으로 구성한다. 전용면적 별 가구 수는 ▷84㎡A 470가구 ▷84㎡B 386가구 ▷109㎡ 110가구 ▷130㎡ 4가구(펜트하우스) 등이다. . <br/> <br/> 단지 중앙부에는 중앙광장(엘리시안 가든)이 조성된다. 힐링가든과 웰컴가든, 자이펀그라운드(어린이놀이터), 스쿨버스존, 어린이집, 경로당 등 입주민 편의시설들이 단지 곳곳에 들어선다. <br/> <br/> 커뮤니티 시설 ‘클럽 자이안’에는 골프 연습장과 피트니스 클럽, GX룸, 필라테스룸, 남녀사우나, 작은도서관, 남녀독서실, 카페테리아 등이 생긴다. <br/> <br/> 원주시 처음으로 단지 내 스카이라운지도 선보인다. 지상 29층에 위치해 외부테라스와 프라이빗 다이닝룸 등이 마련된다. <br/> <br/> 단지는 중앙고속도로 남원주IC를 통해 주변 광역 지역으로의 이동이 수월하다. 인근에는 시청로가 인접해 원주 혁신도시 등 원주 시내로의 진출도 용이하다. <br/> <br/> 또, 인근 KTX 원주역을 통해 서울 청량리역 접근이 수월하다. 경강선 여주~원주 복선전철 사업도 추진 중에 있다. <br/> <br/> 단지 근접 지역에 단관초등학교와 남원주초, 단구중, 치악고 등 각급 학교가 있다. 원주시립중앙도서관, 단구동과 무실동 학원가 등도 가깝다. <br/> <br/> 생활 반경 안에는 홈플러스 원주점과 이마트 원주점, 롯데시네마, 원주프리미엄아울렛 등 각종 편의 시설과 원주국민체육센터, 치악예술관, 원주종합체육관 등 문화시설이 있다. 입주는 오는 2026년 6월 예정이다. <br/> <br/> 다음달 7일 특별공급을 시작으로 8일 1순위 청약, 9일 2순위 청약으로 진행된다. 당첨자 발표는 다음달 16일이다. 당첨자 정당계약은 다음달 28일부터 30일까지다. 이준태 기자 <br/> <br/><br/> <br/> Lets_win@heraldcorp.com"
212,"윤석열 대통령이 8월초 약 2~3일의 짧은 휴가를 검토 중인 것으로 전해졌다. 윤 대통령은 이번 여름휴가 동안 광복절 특별사면 대상자와 한미일 정상회의 등 하반기 국정운영 구상에 나설 전망이다. <br/> <br/> 31일 대통령실에 따르면 윤 대통령은 8월 초 2~3일가량의 짧은 휴가를 다녀올 것으로 전망된다. 대통령실 고위관계자는 “짧은 휴가는 (통상) 일주일 이내를 의미한다”며 “휴가 기간 정국 구상에 나서실 예정”이라고 설명했다. <br/> <br/> 현재까진 이번 주 후반께 휴가를 다녀오는 시나리오가 유력하다. 주말을 포함하면 4~5일까지 휴가가 늘어날 가능성이 있다. 또한 윤 대통령이 이번 휴가 기간 경제 활성화와 내수 진작을 위한 지방 휴양지나 지역 민생 행보 등의 일정을 소화할 것이란 관측도 나온다. <br/> <br/> 윤 대통령의 휴가 기간 하반기 국정 구상을 통해 다가올 광복절 특별사면과 한미일 정상회의 등 굵직한 일정 등에 대해 고민할 것으로 보인다. 현재까지 광복절 특사 대상자로는 안종범 전 청와대 정책조정수석비서관, 최지성 전 삼성그룹 미래전략실장, 장충기 전 미래전략실 차장 등 정·재계 인사들이 유력하게 거론된다. <br/> <br/> 윤 대통령은 광복절 직후인 내달 18일에는 조 바이든 미국 대통령의 초청으로 미국 캠프 데이비드에서 개최되는 한미일 정상회의에 참석해 북한의 핵, 미사일 위협에 대한 공조를 비롯해 경제안보, 주요 지역 및 글로벌 문제와 관련한 협력 방안에 관해 심도 있게 협의할 예정이다. 이도운 대통령실 대변인은 “이번 한미일 정상회의는 핵심가치를 공유하는 3국 간 협력을 새로운 수준으로 발전시켜 나갈 수 있는 중요한 전기가 될 것”이라고 서면 브리핑을 통해 설명했다. <br/> <br/> 또한 윤 대통령의 휴가 기간 일부 부처의 개각 구상도 이뤄질 것이란 관측도 나온다. 그간 지속해 언급돼 오던 개각이 이번 휴가 복귀 직후 단행될 것이란 전망이다. 현재 개각과 관련해선 이창양 산업통상자원부 장관과 이종호 과학기술정보통신부 장관 등의 이름이 거론되고 있다. <br/> <br/> 대통령실 관계자는 이번 여름휴가의 취지에 대해 “우선은 대통령님이 격무라서 쉬셔야 될 것 같고, 공무원들도 휴가를 가야 될 것 같다”며 “그다음에 내수 진작의 필요성도 있다”고 말했다. 앞서 대통령실은 지난주 초 수해 피해가 심화할 당시엔 “지금은 처리할 국정 현안이 너무 많아가지고 휴가를 논할 때는 아닌 것 같다”는 입장을 밝혔지만, 집중 호우가 끝나면서 입장을 선회한 것으로 풀이된다. <br/> <br/> 박상현 기자 <br/> <br/><br/> <br/> pooh@heraldcorp.com"
